WO-ML-3124,AST-015,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-07-26,2024-08-02,2024-08-02,Robert Wilson,3.6,66.23,270.62,336.85,3.6,4.3
WO-ML-3125,AST-015,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-10-13,2024-10-20,2024-10-20,Mike Thompson,1.8,264.85,135.38,400.23,1.8,2.2
WO-ML-3126,AST-016,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-02-06,2024-02-13,2024-02-13,Luis Garcia,2.8,223.96,210.87,434.83,2.8,3.4
WO-ML-3127,AST-016,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-04-22,2024-04-29,2024-04-29,Luis Garcia,1.8,232.43,132.99,365.43,1.8,2.1
WO-ML-3128,AST-016,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-07-08,2024-07-15,2024-07-15,Mike Thompson,2.7,222.16,203.19,425.35,2.7,3.3
WO-ML-3129,AST-016,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-10-04,2024-10-11,2024-10-11,Luis Garcia,3.0,129.12,226.66,355.78,3.0,3.6
WO-ML-3130,AST-016,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2025-01-05,2025-01-12,2025-01-12,Sarah Chen,4.0,138.46,299.07,437.53,4.0,4.8
WO-ML-3131,AST-017,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-02-11,2024-02-18,2024-02-18,Robert Wilson,2.7,232.3,205.57,437.87,2.7,3.3
WO-ML-3132,AST-017,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-05-11,2024-05-18,2024-05-18,Sarah Chen,3.5,270.92,264.0,534.91,3.5,4.2
WO-ML-3133,AST-017,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-08-03,2024-08-10,2024-08-10,John Martinez,3.9,50.4,296.11,346.51,3.9,4.7
WO-ML-3134,AST-017,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-10-31,2024-11-07,2024-11-07,Sarah Chen,3.1,79.48,229.77,309.26,3.1,3.7
WO-ML-3135,AST-018,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-02-06,2024-02-13,2024-02-13,Luis Garcia,2.5,133.45,190.13,323.58,2.5,3.0
WO-ML-3136,AST-018,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-05-11,2024-05-18,2024-05-18,Mike Thompson,2.0,210.15,152.31,362.47,2.0,2.4
WO-ML-3137,AST-018,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-08-02,2024-08-09,2024-08-09,Luis Garcia,3.5,126.94,260.66,387.6,3.5,4.2
WO-ML-3138,AST-018,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-11-02,2024-11-09,2024-11-09,Mike Thompson,2.3,51.53,173.24,224.77,2.3,2.8
WO-ML-3139,AST-019,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-02-05,2024-02-12,2024-02-12,John Martinez,3.3,204.0,248.32,452.32,3.3,4.0
WO-ML-3140,AST-019,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-04-25,2024-05-02,2024-05-02,Robert Wilson,2.0,258.46,148.88,407.33,2.0,2.4
WO-ML-3141,AST-019,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-07-24,2024-07-31,2024-07-31,Robert Wilson,3.5,211.41,261.99,473.4,3.5,4.2
WO-ML-3142,AST-019,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-10-11,2024-10-18,2024-10-18,Luis Garcia,3.1,273.01,230.1,503.11,3.1,3.7
WO-ML-3143,AST-019,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2025-01-04,2025-01-11,2025-01-11,John Martinez,2.7,253.54,199.21,452.75,2.7,3.2
WO-ML-3144,AST-020,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-02-02,2024-02-09,2024-02-09,Luis Garcia,2.9,219.55,218.43,437.98,2.9,3.5
WO-ML-3145,AST-020,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-05-04,2024-05-11,2024-05-11,Mike Thompson,1.5,194.35,116.01,310.36,1.5,1.9
WO-ML-3146,AST-020,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-07-29,2024-08-05,2024-08-05,John Martinez,1.7,87.33,124.91,212.24,1.7,2.0
WO-ML-3147,AST-020,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-10-22,2024-10-29,2024-10-29,Sarah Chen,4.0,206.63,296.93,503.56,4.0,4.8
