LBL-00317,AST-013,2024-02-25,,999,HEALTHY,FALSE
LBL-00318,AST-013,2024-02-14,,999,HEALTHY,FALSE
LBL-00319,AST-013,2024-09-28,,999,HEALTHY,FALSE
LBL-00320,AST-013,2024-02-25,,999,HEALTHY,FALSE
LBL-00321,AST-013,2024-03-25,,999,HEALTHY,FALSE
LBL-00322,AST-014,2024-12-01,,999,HEALTHY,FALSE
LBL-00323,AST-014,2024-11-29,,999,HEALTHY,FALSE
LBL-00324,AST-015,2024-09-15,,999,HEALTHY,FALSE
LBL-00325,AST-015,2024-12-11,,999,HEALTHY,FALSE
LBL-00326,AST-015,2024-10-30,,999,HEALTHY,FALSE
LBL-00327,AST-016,2024-09-25,,999,HEALTHY,FALSE
LBL-00328,AST-016,2024-11-16,,999,HEALTHY,FALSE
LBL-00329,AST-016,2024-09-26,,999,HEALTHY,FALSE
LBL-00330,AST-016,2024-09-20,,999,HEALTHY,FALSE
LBL-00331,AST-017,2024-09-25,,999,HEALTHY,FALSE
LBL-00332,AST-017,2024-09-27,,999,HEALTHY,FALSE
LBL-00333,AST-017,2024-12-11,,999,HEALTHY,FALSE
LBL-00334,AST-017,2024-08-04,,999,HEALTHY,FALSE
LBL-00335,AST-018,2024-02-15,,999,HEALTHY,FALSE
LBL-00336,AST-018,2024-03-04,,999,HEALTHY,FALSE
LBL-00337,AST-020,2024-12-05,,999,HEALTHY,FALSE
LBL-00338,AST-020,2024-11-20,,999,HEALTHY,FALSE
LBL-00339,AST-020,2024-10-17,,999,HEALTHY,FALSE
LBL-00340,AST-020,2024-08-25,,999,HEALTHY,FALSE
